pId;TemaId;TemaTitulo;Año;Pregunta;Correcta;Distractor1;Distractor2
164;5;Items;2015;Al calcular el índice de dificultad corregido con un test de 2 alternativas debemos penalizar cada fallo con;Un punto;Medio punto;0.33 de punto
165;5;Items;2015;Es habitual, al calcular el índice de dificultad con corrección del azar, si el ítem tiene muchas alternativas (por ejemplo más de 5 alternativas);No realizar penalización alguna a los fallos;Penalizar con un punto cada fallo;Penalizar con 2 puntos cada fallo
166;5;Items;2015;Cuando el índice de discriminación es alto y negativo entonces un sujeto que falle el ítem;Obtendrá una alta puntuación empírica;Obtendrá una baja puntuación empírica;El índice de discriminación no guarda relación con la puntuación empírica
167;5;Items;2015;Si un ítem tiene un índice de discriminación alto y positivo en un test que mide inteligencia pero con baja validez, podré concluir que los sujetos que aciertan el ítem;Tienen una alta puntuación empírica;Tienen una alta inteligencia;Tienen un baja inteligencia
168;5;Items;2015;Si un ítem tiene un índice de discriminación alto y positivo en un test que mide inteligencia, para poder concluir que los sujetos que aciertan el ítem luego tienen una alta inteligencia debería cumplir;Que el test fuese altamente valido;Que el test fuese altamente fiable;Que el test fuese altamente insesgado
169;5;Items;2015;Al escoger los mejores items de mi test en función del índice de discriminación, eliminaré primero aquellos que;Tengan un valor alto y negativo;Tengan un valor bajo y negativo;Tengan un valor alto y positivo
170;5;Items;2015;Si quiero calcular la relación que existe entre el trastorno de anorexia (con dos niveles: si y no) y la inteligencia (medida en una escala de 0 a 100) como índice de correlación deberé utilizar;La correlación biserial-puntual;La correlación tetracórica;La correlación de pearson
171;5;Items;2015;Si quiero calcular la relación que existe entre el hábito de fumar (con dos niveles: si y no) y el desarrollo de cáncer (también con dos niveles: si y no) como índice de correlación deberé utilizar;La correlación phi;La correlación biserial-puntual;La correlación tetracórica
172;5;Items;2015;Cuál de las siguientes transformaciones sí tiene en cuenta la forma de la distribución de las puntuaciones;Los eneatipos;Las puntuaciones típicas derivadas;Las puntuaciones T
173;5;Items;2015;Un sujeto que ha obtenido una T de McCall= 50. ¿Qué puntuación típica ha tenido en el test?;0;-5;10
174;5;Items;2015;Suponiendo que la distribución de un test es absolutamente simétrica y ajustada a la normal. ¿Quién ha acertado más preguntas, un sujeto con una puntuación típica de 1 o un sujeto con una puntuación típica normalizada de 1?;Los dos han acertado las mismas preguntas;El primero;El segundo
175;5;Items;2015;Un sujeto con una puntuación típica normalizada de +3 tendrá un eneatipo de:;9;11;21
176;5;Items;2015;En un test de inteligencia, un sujeto que esté en el percentil 80, respecto a un sujeto que esté en el percentil 40;El primero ha acertado más preguntas que el segundo;El primero ha acertado el doble de preguntas que el segundo;El primero es el doble de inteligente que el segundo
177;5;Items;2015;Si la probabilidad de acertar un ítem de inteligencia es mayor para las mujeres que para los hombres, entonces:;Las otras dos respuestas son correctas;El ítem puede estar sesgado contra los hombres;Las mujeres pueden ser más inteligentes que los hombres
178;5;Items;2015;Si al estudiar el sesgo entre hombres y mujeres de un ítem de inteligencia, utilizando la técnica de Chi-squared de los aciertos encuentro que la p=0.002 puedo concluir (suponiendo el comportamiento insesgado del resto del test);Existirá sesgo hacia alguna de las poblaciones;No existirá sesgo en el ítem;El ítem estará sesgado contra las mujeres
179;5;Items;2015;El índice de dificultad de un ítem (TCT) es menor cuanto;Más fácil es el ítem;Más difícil es el ítem;Más difícil es el test
180;5;Items;2015;El índice de dificultad con corrección del azar de un ítem (TCT) es menor cuanto;Menos alternativas tiene un ítem;Más alternativas tiene un ítem;Más difícil es el test
181;5;Items;2015;El castigo que imponemos para corregir el azar en un ítem con cinco alternativas es restar;0.25;0.50;0.20
182;5;Items;2015;Un índice de discriminación (TCT) negativo para un ítem nos indica que;Las otras dos respuestas son correctas;Están acertándolo los menos competentes;Están fallándolo los más competentes
183;5;Items;2015;En principio, el índice de discriminación de un ítem (TCT) será mayor si;Su dificultad es media;Su dificultad es alta;Su dificultad es baja
184;5;Items;2015;La correlación más adecuada para calcular el índice de discriminación de un ítem (TCT) cuando este está dicotomizado y la puntuación empírica también ha sido dicotomizado es;La tetracórica;Pearson;La biserial
185;5;Items;2015;Usando el método delta podemos determinar que un ítem está sesgado si;Se sitúa cerca del eje de coordenadas;Se sitúa en valores bajos de delta;Se sitúa sobre la bisectriz del cuadrante
186;5;Items;2015;Estudiando el sesgo de dos poblaciones (A y B) con el método delta, ¿Cuál de estos ítems está sesgado?;Delta.A=8, Delta.B=13;Delta.A=8, Delta.B=8;Delta.A=13, Delta.B=13
187;5;Items;2015;Estudiando el sesgo de dos poblaciones (A y B) con el método delta hemos encontrado que los valores para un ítem han sido Delta.A=8, Delta.B=13, podemos concluir;El ítem está sesgado a favor de la población B;El ítem está sesgado a favor de la población A;El ítem no está sesgado
188;5;Items;2015;Los percentiles son un tipo de transformación;No lineal;Lineal;Insesgada
189;5;Items;2015;Dos sujetos con percentiles 80 y 90 en un test respectivamente, podemos concluir que;El segundo es más inteligente;El segundo ha acertado 10 preguntas más que el primero;EL segundo es un 10% más inteligente que el primero
190;5;Items;2015;Una escala típica derivada es una trasformación;Lineal;No lineal;Logarítmica
191;5;Items;2015;Un valor de 120 en una escala típica derivada supondrá más inteligencia en un test;90, 10;100, 10 ;100, 15
192;5;Items;2015;Un sujeto ha sacado 120 en una escala típica derivada en dos test distintos, el primero usando la trasformación 80, 20 y el segundo usando 100, 10. Podemos concluir que;Ha obtenido la misma inteligencia en los dos test;Ha obtenido más inteligencia en el primero;Ha obtenido más inteligencia en el segundo
193;5;Items;2015;Un sujeto con un eneatipo de 1 ha obtenido una típica normalizada de ;-2.5;1;-1
194;6;TRI;2015;En la TRI, al menos teóricamente, los descriptores de los ítems;No cambian al cambiar de muestra;Cambian si cambian de muestra;Varían si usamos otros sujetos
195;6;TRI;2015;En la TRI, la función que establece la relación entre el rasgo medido y la probabilidad de superar el item se llama;CCI;CCT;Varianza error
196;6;TRI;2015;EL modelo que más se ajusta a la realidad empírica de los datos encontrados en una muestra suele ser;El de 3 parámetros;El de Rasch;El de Birnbaum
197;6;TRI;2015;El modelo de la TRI que más tiempo de computación y sujetos necesita es el modelo;3P;Rasch;Birnbaum
198;6;TRI;2015;En la TRI el parámetro d viene definido por;La probabilidad máxima que se puede alcanzar en un ítem;La probabilidad mínima que se puede tener en un ítem;La probabilidad media que tiene ese ítem
199;6;TRI;2015;En la TRI los valores del parámetro c indican;Probabilidades;Valores theta del rasgo;Valores tipificados
200;6;TRI;2015;En la TRI los valores del parámetro b indican;Valores theta del rasgo;Probabilidades;Valores tipificados
201;6;TRI;2015;En la TRI, si el punto medio de una CCI coincide con un valor theta =0, entonces;b=0;a=0;c=0
202;6;TRI;2015;Dos ítems construidos con la TRI, el más difícil tendrá mayor valor en el parámetro;b;a;c
203;6;TRI;2015;Dos ítems construidos con la TRI, el más discriminante tendrá mayor valor en el parámetro;a;b;c
204;6;TRI;2015;En la TRI, a mayor índice de dificultad, el ítem será;Más difícil;Más fácil;Más homogéneo
205;6;TRI;2015;La forma de comprobar la unidimensionalidad en los modelos de la TRI es;Someter los ítems a un Análisis factorial;Calcular la fiabilidad del test;Calcular la varianza del test
206;6;TRI;2015;Tras un análisis factorial realizado con un test construido con la TRI encontramos un único factor, podemos establecer que ;Cumplimos el supuesto de unidimensionalidad;Cumplimos el supuesto de independencia;Cumplimos el supuesto de homocedasticidad
207;6;TRI;2015;Los modelos más sencillos de calcular en la TRI son los modelos;Logísticos;Ojivales;Normales acumulados
208;6;TRI;2015;Los modelos ojivales son derivados de;La distribución normal acumulada;La distribución F de Fisher;La distribución normal
209;6;TRI;2015;En el modelo de Rasch todos los ítems son exactamente iguales excepto;En su posición respecto a theta;En su pendiente;En el máximo de la función
210;6;TRI;2015;En la TRI el valor estimado del rasgo;Puede ser positivo o negativo;Es siempre positivo;Es siempre negativo
211;6;TRI;2015;Para estimar los valores que describen las características del test y los ítems siempre necesitamos más sujetos si hemos usado;La TRI;La TCT;La TG
212;6;TRI;2015;Los limites reales de la CCT están entre;Sumatorio de c y el número de ítems;0 y 1;Menos infinito y más infinito
213;6;TRI;2015;En la TRI tenemos invarianza al medir un rasgo si;Comparamos las puntuaciones theta;Comparamos las puntuaciones verdaderas;Comparamos los errores de medida
214;6;TRI;2015;En la TRI la estimación de la precisión de un test se considera que es;Una función;Una constante;Un parámetro
215;6;TRI;2015;La precisión de un test en la TRI viene determinada por;Las otras dos respuestas son correctas;La varianza de los ítems;Los valores de theta
216;6;TRI;2015;Consideramos que un test construido con la TRI es más preciso cuando;Su varianza error es más pequeña;Su varianza error es más grande;Su varianza error es constante
217;6;TRI;2015;Si tenemos un test construido con la TRI, de 50 ítems y es pasado a 100 sujetos, usando el modelo de dos parámetros, en la estimación conjunta deberé estimar;200 parámetros;50 parámetros;250 parámetros
218;6;TRI;2015;El método más utilizado para encontrar el valor theta de un sujeto en la estimación condicionada es;Máxima verosimilitud;Bayes;MCMC
219;6;TRI;2015;En la TRI si dos ítems tienen los mismos parámetros a y c. Un sujeto con una <U+03B8>=1 ¿Cuál es más probable que acierte?: ;El que tenga menor b ;El que tenga mayor b;Los dos tienen la misma probabilidad.
220;6;TRI;2015;Si aplicásemos 2 test (con diferentes ítems) que miden el mismo rasgo, construidos según la TRI a una misma persona deberíamos obtener;Los mismos valores theta en ambos test;Las mismas puntuaciones verdaderas;Las otras dos respuestas son correctas.
221;6;TRI;2015;Sabiendo que un ítem construido según la TRI tiene 1 de dificultad y 0.5 de discriminación. ¿Cuál será la probabilidad de que un sujeto con una theta=1 acierte el ítem?;0.50;0.15;0.85
222;6;TRI;2015;Hemos construido un test de dos ítems según la TRI, sabiendo que para el item 1: P1(theta=-1)=0.5 y P1(theta=+1)=0.4 y que para el item 2: P2(theta=-1)=0.1 y P2(theta=+1)=0.3. ¿Con que sujeto cometeré más error en la estimación, con uno cuya theta=-1 o con uno cuya theta=+1.;Con el primero (theta=-1);Con el segundo (theta=+1);En los dos cometeré la misma cantidad de error
223;6;TRI;2015;Un test construido con la TRI tiene 3 items, siendo, para theta=0 la probabilidad de acertarlos 0.2, 0.3 y 0.4 respectivamente. ¿Cuál es la probabilidad de que un sujeto con theta=0 acierte los dos primeros y falle el tercero?;0.036;0.024;0.9
224;6;TRI;2015;Si dentro de la TRI vemos que una curva tiene valores superiores a 1 entonces tenemos claro que es: ;Una CCT ;Una CCI ;Una CCS
225;6;TRI;2015;Si disminuimos la dificultad de un ítem según la TRI, entonces su  CCI:;Se desplaza a la izquierda ;Se desplaza a la derecha  ;Se vuelve más abrupta 
226;6;TRI;2015;Sabiendo que un ítem construido según la TRI tiene 0.3 de dificultad, y 0.4 de discriminación y sabiendo que la probabilidad de acertar al azar el ítem es 0.2. ¿Cuál será la probabilidad de que un sujeto con una theta=+1 acierte el ítem?;0.69;0.45;0.86
227;6;TRI;2015;Hemos construido un test de dos ítems según la TRI, sabiendo que para el item 1: P1(theta=-1)=0.1 y P1(theta=+1)=0.1 y que para el item 2: P2(theta=-1)=0.5 y P2(theta=+1)=0.5. ¿Con que sujeto cometeré más error en la estimación, con uno cuya theta=-1 o con uno cuya theta=+1.;Con el segundo (theta=+1);Con el primero (theta=-1);En los dos cometeré la misma cantidad de error
228;6;TRI;2015;Un test construido con la TRI tiene 3 ítems, siendo, para theta=0 la probabilidad de acertarlos 0.1, 0.2 y 0.6 respectivamente. ¿Cuál es la probabilidad de que un sujeto con theta=0 acierte el primero y falle el segundo y el tercero?;0.032;0.012;0.890
